Movie Title,Rating,Actors
Город Бога,8.6,"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga, Emerson Gomes, Edson Oliveira, Michel Gomes, Roberta Rodrigues, Luis Otávio, Kiko Marques, Gustavo Engrácia, Darlan Cunha, Robson Rocha, Thiago Martins, Leandra Miranda, Graziella Moretto, Renato de Souza, Karina Falcão, Sabrina Rosa, Rubens Sabino, Marcos 'Kikito' Junqueira, Edson Montenegro, Gero Camilo, Felipe Paulino, Daniel Zettel, Charles Paraventi, Luiz Carlos Ribeiro Seixas, Paulo 'Jacaré' César, Dani Ornellas, Bernardo Santos, Diego Batista, Diego Ferreira, Marcio Vinicios, Micael Borges, Rafael de Castro, Ramon Francisco, Thiago Wallace, Alexander Cerqueira, Alexandre 'China' Tavares, André Pires Martins, António Rodrigues, Bartolomeu Braga, Carlos Henrique Avernas, Cláudio César, Cleiton Ventura, Damião Firmino, Euclides Garcia, Fábio Castor Conceição, Felipe Nogueira, Ivan Martins, John Lima, Jonas Michel, Leandro Lucas, Leandro Dias Batista, Lúcio Andrey, Luis Carlos Rodrigues Oliveira, Luís Nascimento, Marcello Melo Jr., Márcio Costa, Mário Luiz Costa Oliveira, Nelson Amaral, Omar 'Mazinho' Barcelos, Otto Amorim, Peter Soares, Rafael de Souza, Roberto Miguez, Rómulo 'Guinomo' Sech, Ruy Vitório, Sérgio Bispo, Alex dos Santos, Anderson Bruno Marques, Anderson Lugão, André Luiz Mendes, Antoni Guedes, Bruno Ricardo, Charles Samuel, Éder Júlio Martins, Eduardo 'BR' Piranha, Erick Oliveira, Fábio 'Dog' da Cunha, Felipe Villela Mendonça, Frederico Lins, Guilherme Estevam, Guilherme William, Harlem Teixeira, Leandro Gonçalves, Leandro Lima, Leiz Moreira, Leonardo Melo, Luis Carlos Oliveira, Marcelo Melo, Marcello 'Máscara' Alves, Wallace Araújo, Wallace Nascimento, Wanderson 'Petão' Lopes, Wellington Costa Ricardo, Wemerson Gonçalves, Wendel Barros, Yuri Krushewsky, Anderson Faria, Arlindo Lopes, Carol Meirelles, Carlos 'Lencinho' Smith, Christiano, Diego Mendes, Jéssica da Silva, Luciana Roque, Marina Mandonça Pinheiro, Michele Gonçalves, Pierre dos Santos, Renan Monteiro, Vinicius Faria, Delano Valentim, Ed Money, Fabiano Gonçalves, Felipe Porto, Francisco Marcos, Leo Generoso, Marcelo António Santos, Marcelo Araújo, Marcos Viana, Maurício Figueiras, Ricardo Lira, Ricardo Rocha da Silva, Wagner Mello, Waldeck Roque, Júlio César Siqueira, Denise Fonseca, Adão Xalebaradã, Edward Boggiss, Guti Fraga, Babu Santana, Marcello Costa, Marcos Coutinho, João Soares, Rafael Fontenele, Rosangela Rodrigues, Jota Farias, Mary Sheila, Gil Torres, Paulo Lins, Christian Duurvoort, Olivia Araújo"
Жизнь прекрасна,8.6,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric, Marisa Paredes, Horst Buchholz, Lidia Alfonsi, Giuliana Lojodice, Amerigo Fontani, Pietro De Silva, Francesco Guzzo, Raffaella Lebboroni, Claudio Alfonsi, Gil Baroni, Massimo Bianchi, Jürgen Bohn, Verena Buratti, Robert Camero, Ennio Consalvi, Giancarlo Cosentino, Aaron Craig, Alfiero Falomi, Daniela Fedke, Antonio Fommei, Stefano Frangipani, Ernst Frowein Holger, Alessandra Grassi, Hannes Hellmann, Wolfgang Hillinger, Margarita Lucia Krauss, Patrizia Lazzarini, Maria Letizia, Concetta Lombardo, Maria Rita Macellari, Carlotta Mangione, Franco Mescolini, Francesca Messinese, Angel Alise Middelthon, Andrea Nardi, Günther Pfanzelter, Cristiana Porchiella, Antonio Prester, Gina Rovere, Laura Susanne Ruedeberg, Massimo Salvianti, Richard Sammel, James Schindler, Andrea Tidona, Dirk K. van den Berg, Giovanna Villa"
Зелёная миля,8.6,"Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper, Jeffrey DeMunn, Patricia Clarkson, Harry Dean Stanton, Dabbs Greer, Eve Brent, William Sadler, Mack Miles, Rai Tasco, Edrie Warner, Paula Malcomson, Christopher Joel Ives, Evanne Drucker, Bailey Drucker, Brian Libby, Brent Briscoe, Bill McKinney, Gary Sinise, Rachel Singer, Scotty Leavenworth, Katelyn Leavenworth, Bill Gratton, Dee Croxton, Rebecca Klingler, Gary Imhoff, Van Epperson, David E. Browning"
Терминатор 2: Судный день,8.6,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen, Joe Morton, S. Epatha Merkerson, Castulo Guerra, Danny Cooksey, Jenette Goldstein, Xander Berkeley, Leslie Hamilton Gearren, Ken Gibbel, Robert Winley, Pete Schrum, Shane Wilder, Michael Edwards, Jared Lounsbery, Casey Chavez, Ennalls Berl, Don Lake, Richard Vidan, Tom McDonald, Jim Palmer, Guss Williams, Gwenda Deacon, Don Stanton, Dan Stanton, Colin Patrick Lynch, Noel Evangelisti, Nikki Cox, Lisa Brinegar, DeVaughn Nixon, Tony Simotes, Diane Rodriguez, Dalton Abbott, Ron Young, Charles Robert Brown, Abdul Salaam El Razzac, Mike Muscat, Dean Norris, Charles A. Tamburro, J. Rob Jordan, Terrence Evans, Denney Pierce, Mark Christopher Lawrence, Pat Kouri, Van Ling"
Звёздные войны,8.6,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels, Kenny Baker, Peter Mayhew, David Prowse, Phil Brown, Shelagh Fraser, Jack Purvis, Alex McCrindle, Eddie Byrne, Drewe Henley, Denis Lawson, Garrick Hagon, Jack Klaff, William Hootkins, Angus MacInnes, Jeremy Sinden, Graham Ashley, Don Henderson, Richard LeParmentier, Leslie Schofield"
Назад в будущее,8.5,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Tom Wilson, Claudia Wells, Marc McClure, Wendie Jo Sperber, George DiCenzo, Frances Lee McCain, James Tolkan, J.J. Cohen, Casey Siemaszko, Billy Zane, Harry Waters Jr., Donald Fullilove, Lisa Freeman, Cristen Kauffman, Elsa Raven, Will Hare, Ivy Bethune, Jason Marin, Katherine Britton, Jason Hervey, Maia Brewton, Courtney Gains, Richard L. Duran, Jeff O'Haco, Johnny Green, Jamie Abbott, Norman Alden, Read Morgan, Sachi Parker, Robert Krantz, Gary Riley, Karen Petrasek, George 'Buck' Flower, Tommy Thomas, Granville 'Danny' Young, David Harold Brown, Lloyd L. Tolbert, Paul Hanson, Lee Brownfield, Robert DeLapp"
Унесённые призраками,8.6,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naitô, Yasuko Sawaguchi, Tatsuya Gashûin, Ryunosuke Kamiki, Yumi Tamai, Yô Ôizumi, Koba Hayashi, Tsunehiko Kamijô, Takehiko Ono, Bunta Sugawara, Shigeru Wakita, Shirô Saitô, Michiko Yamamoto, Keiko Tsukamoto, Akio Nakamura, Shinji Tokumaru, Kaori Yamagata, Yayoi Kazuki, Masahiro Asano, Kazutaka Hayashida, Ikuko Yamamoto, Mina Meguro, Tetsurô Ishibashi, Katsutomo Shîbara, Shinobu Katabuchi, Noriko Kitou, Naoto Kaji, Yoshitaka Sukegawa, Aki Tachikawa, Noriko Yamaya, Katsuhisa Matsuo, Masayuki Kizu, Yôko Ôno, Sachie Azuma, Ken Yasuda, Shigeyuki Totsugi, Mayumi Sako, Sonoko Soeda, Akiko Tomihira, Minako Masuda, Orika Ono, Rina Yamada, Miwa Takachi, Hiromi Takeuchi, Makiko Oku, Daveigh Chase, Suzanne Pleshette, Jason Marsden, Susan Egan, David Ogden Stiers, Lauren Holly, Michael Chiklis, John Ratzenberger, Tara Strong, Mickie McGowan, Sherry Lynn, Jack Angel, Mona Marshall, Bob Bergen, Candi Milo, Rodger Bumpass, Colleen O'Shaughnessey, Jennifer Darling, Phil Proctor, Paul Eiding, Jim Ward"
Пианист,8.5,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard, Maureen Lipman, Frank Finlay, Jessica Kate Meyer, Julia Rayner, Wanja Mues, Richard Ridings, Nomi Sharron, Anthony Milner, Lucy Skeaping, Roddy Skeaping, Ben Harlan, Thomas Lawinky, Joachim Paul Assböck, Roy Smiles, Paul Bradley, Daniel Caltagirone, Andrzej Blumenfeld, Darian Wawer, Zbigniew Zamachowski, Lejb Fogelman, Detlev von Wangenheim, Popeck, Zofia Czerwinska, Emilio Fernandez, Udo Kroschwald, Uwe Rathsam, Joanna Brodzik, Katarzyna Bargielowska, Maja Ostaszewska, John Bennett, Cyril Shaps, Wojciech Smolarz, Lech Mackiewicz, Ruth Platt, Frank-Michael Köbe, Torsten Flach, Peter Rappenglück, Ronan Vibert, Christoph Pieczynski, Katarzyna Figura, Valentine Pelka, Andrew Tiernan, Tom Strauss, Thomas Kretschmann, Cezary Kosinski, Grzegorz Artman, Adam Bauman, Pawel Burczyk, Zbigniew Dziduch, Marian Dziedziel, Nina Franoszek, Jerzy Góralczyk, John Keogh, Jaroslaw Kopaczewski, Patrick Lanagan, Dmitri Leshchenko, Dorota Liliental, Rafal Mohr, Andrzej Pieczynski, Morgane Polanski, Norbert Rakowski, Piotr Siejka, Viola Szen, Andrzej Szenajch, Tomasz Tyndyk, Andrzej Walden, Zbigniew Walerys, Maciej Winkler, Tadeusz Wojtych, Andrzej Zielinski, Maurycy Zylber, Xawery Zylber"
Паразиты,8.5,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-sik, Park So-dam, Lee Jeong-eun, Jang Hye-jin, Park Myeong-hoon, Jung Ji-so, Jung Hyun-jun, Park Keun-rok, Jung Yi-seo, Jo Jae-myeong, Jung Ik-han, Kim Kyu-baek, Hwang In-kyung, Ahn Seong-bong, Kim Jin-hyung, Yoon Young-woo, Park Jae-wook, Kang Hyun-gyu, Seo Hee-young, Lee Dong-yong, Ahn Jin-sang, Jeong Ah-reum, Kim Jung-woo, Kim Geon, Lee Joo-hyung, Jung Jae-hoon, Yang Sun-young, Lee Lu-a, Lee Sang-kyung, Lee Ji-hye, Kim Bo-ryoung, Kim I-seul, Kim Hyea-ryun, Kim Young-jo, Kim Sung-joon, Kim Sung-su, Kim Hye-Yeon, Park Mi-ae, Park Hye-sook, Baik Seung-hwan, Park Jae-wan, Park Ga-bin, Seol Min, Seo Han-gyeol, Oh Mu-yong, Lee Si-hoo, Lee In-kyung, Lee Si-eun, Lee Do-woon, Oh Byeol-ha, Kim Yooin, Yu Chae-ryeon, Jang Ye-won, Jung Se-hyun, Jeong Il-hwa, Ji-yeon, Ji Hye-yeong, Je Seung-hyun, Choi Ji-won, Hee Ha-woun, Riccardo Ferraresso, Choi Jeong-hyun, Go Gwan-jae, Lee Si-hoon, Seo Pok-hyun, Shim Su-mi, Yoon Hye-ri, Baek Dong-hyeon, Jang Ji-woo, Andreas Fronk, Anna Elisabeth Rihlmann, Melinda McDonald, Sean Thomas, Rosie Peralta, Lee Eun-hee, Kim Se-in, Han Mi-ja, Ju Su-ji, Shin Seung-min, Gamja, Mangchi, Mungchi, Park Seo-joon, Kwak Sin-ae, Mark Siegmund, Katrin Maurer"
Психо,8.5,"Anthony Perkins, Vera Miles, John Gavin, Janet Leigh, Martin Balsam, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor, Lurene Tuttle, John Anderson, Mort Mills"
Гладиатор,8.5,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen, Omid Djalili, Nicholas McGaughey, Chris Kell, Tony Curran, Mark Lewis, John Quinn, Alun Raglan, David Bailie, Chick Allan, David J. Nicholls, Al Ashton, Billy Dowd, Ray Calleja, Giannina Facio, Giorgio Cantarini, Allan Corduner, Michael Mellinger, Said Amel, Adam Levy, Gilly Gilchrist"
Король Лев,8.5,"Rowan Atkinson, Matthew Broderick, Niketa Calame-Harris, Jim Cummings, Whoopi Goldberg, Robert Guillaume, Jeremy Irons, James Earl Jones, Moira Kelly, Nathan Lane, Zoe Leader, Cheech Marin, Ernie Sabella, Madge Sinclair, Jonathan Taylor Thomas, Frank Welker, Cathy Cavadini, Judi M. Durand, Daamen J. Krall, David McCharen, Mary Linda Phillips, Phil Proctor, David Randolph"
Человек-паук: Паутина вселенных,8.6,"Shameik Moore, Hailee Steinfeld, Brian Tyree Henry, Luna Lauren Velez, Jake Johnson, Oscar Isaac, Jason Schwartzman, Issa Rae, Daniel Kaluuya, Karan Soni, Shea Whigham, Greta Lee, Mahershala Ali, Amandla Stenberg, Jharrel Jerome, Andy Samberg, Jack Quaid, Rachel Dratch, Ziggy Marley, Jorma Taccone, J.K. Simmons, Donald Glover, Elizabeth Perkins, Kathryn Hahn, Ayo Edebiri, Nicole Delaney, Nina Lentini, Atsuko Okatsuka, Peter Sohn, Melissa Sturm, Lorraine Velez, Nic Novicki, Taran Killam, Metro Boomin, Josh Keaton, Sofia Barclay, Danielle Perez, Yuri Lowenthal, Rita Rani Ahuja, Jasper Johannes Andrews, Sitara Attaie, Kimberly Bailey, Ismail Bashey, Gredel Berrios Calladine, Mayuri Bhandari, Sanjay Chandani, Oscar Camacho, Natalia Castellanos, June Christopher, Melanie Duke, Freddy Ferrari, Russell Tyre Francis, Michelle Jubilee Gonzalez, Jorge R. Gutiérrez, Kerry Gutierrez, Deepti Gupta, Marabina Jaimes, Miguel Jiron, Kamal Kahn, Sohm Kapila, Rez Kempton, Deepti Kingra-Mickelsen, Angelo Sekou Kouyate, Pradnya Kuwadekar, Lex Lang, Luisa Leschin, Andrew Leviton, Ashley London, Phil Lord, Caitlin McKenna, David Michie, Christopher Miller, Richard Miro, Andrew Morgado, Sumit Naig, Andrea Navedo, Doug Nicholas, Arthur Ortiz, Juan Pacheco, Lakshmi Patel, Shakira Ja'nai Paye, Eliana A. Perez, Chrystee Pharris, Jacqueline Pinol, Jim Pirri, Juan Pope, Ben Pronsky, Eliyas Qureshi, Marley Ralph, Michael Rianda, Al Rodrigo, Lashana Rodriguez, Michelle Ruff, Erika Scopelli, Stan Sellers, Jaswant Dev Shrestha, Dennis Singletary, Narender Sood, Warren Sroka, Libby Thomas Dickey, Amanda Troop, Cedric L. Williams, Jason Linere-White, Ruth Zalduondo"
Отступники,8.5,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Robert Wahlberg, Kristen Dalton, Thomas B. Duffy, Richard Hughes, J.C. MacKenzie, Mary Klug, Peg Holzemer, Robert 'Toshi' Kar Yuen Chan, Gurdeep Singh, Armen Garo, John Cenatiempo, Joseph Riccobene, Billy Smith, Lyman Chen, Kevin P. McCarthy, Chris Fischer, Brian Smyj, William Severs, Larry Mitchell, Anthony Estrella, Andrew Breving, Tracey Paleo, Douglas Crosby, Dorothy Lyman, Audrie Neenan, Frank Mallicoat, Paula DeMers, Conor Donovan, Amanda Lynch, Sallie Toussaint, Patrick Coppola, Mick O'Rourke, Deborah Carlson, Nellie Sciutto, Peter Welch, Henry Yuk, Dennis Lynch, Michael Byron, William Lee, John Rue, Peter Crafts, Joseph P. Reidy, John Farrer, Paris Karounos, Brian Haley, Terry Serpico, Jay Giannone, John Polce, Bo Cleary, David Conley, Victor Chan, Jill Brown, Sarah Fearon, Tom Kemp, Denece Ryland, Zachary Pauliks, Daniel F. Risteen Jr., Francis P. Hughes, Johnny Cicco, Chance Kelly, Shay Duffin, John McConnell, Kenneth Stoddard, Jeffrey Winter, Paddy Curran, Mark Philip Patrick, David Fischer, Walter Y.F. Wong, Tony M. Yee, Francesca Scorsese, Alex Morris, Emma Tillinger Koskoff, Craig Castaldo"
Одержимость,8.5,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell, Nate Lang, Chris Mulkey, Damon Gupton, Suanne Spoke, Max Kasch, Charlie Ian, Jayson Blair, Kofi Siriboe, Kavita Patil, C.J. Vana, Tarik Lowe, Tyler Kimball, Rogelio Douglas Jr., Adrian Burks, Calvin C. Winbush, Joseph Bruno, Michael D. Cohen, Jocelyn Ayanna, Keenan Henson, Janet Hoskins, April Grace, Clifton 'Fou Fou' Eddie, Marcus Henderson, Tony Baker, Henry G. Sanders, Sam Campisi, Jimmie Kirkpatrick, Keenan Allen, Ayinde Vaughan, Shai Golan, Yancey Wells, Candace Roberge, Krista Kilber"
Американская история Икс,8.5,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry, Joe Cortese, Jason Bose Smith, Antonio David Lyons, Alex Sol, Keram Malicki-Sánchez, Giuseppe Andrews, Michelle Christine White, Jonathan Fowler Jr., Christopher Masterson, Nicholas R. Oleson, Jordan Marder, Paul Le Mat, Thomas L. Bellissimo, Cherish Lee, Sam Vlahos, Tara Blanchard, Anne Lambton, Steve Wolford, Richard Noyce, Danso Gordon, Jim Norton, David Basulto, Alexis Rose Coen, Kiante Elam, Paul Hopkins, Keith Odett, Paul E. Short, Nigel Miguel"
Леон,8.5,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello, Peter Appel, Willi One Blood, Don Creech, Keith A. Glascoe, Randolph Scott, Michael Badalucco, Ellen Greene, Elizabeth Regen, Carl J. Matusovich, Frank Senger, Lucius Wyatt Cherokee, Eric Challier, Luc Bernard, Maïwenn, Jessie Keosian, George Martin, Abdul Hassan Sharif, Stuart Rudin, Kent Broadhurst, Tommy Hollis, Peter Linari, Johnny Limo, Danny Peled, Seth Jerome Walker, Michael Mundra, Alex Dezen, Betty Miller, Geoffrey Bateman, Arsène Jiroyan, Peter Vizard, Joseph Malerba, David W. Butler, Robert LaSardo, Steve Gonnelo, William James Stiggers Jr., Anthony Ragland, Crystal Michelle Blake, Sonny Zito, Rocky Hernandez, Randy Pearlstein, Trevor Walace, Keith S. Bullock, Jeff McBride, Fred Fischer, Peter Justinius, Denis Bellocq, Thomas Delehanty, Ed Ventresca, Wallace Wong, Cary Wong, Amimul Rolly, Mohammed Rashid, Adam Busch, Mario Todisco, James Melissinos, Jernard Burks, Matt De Matt, Samy Naceri, Christophe Gautier, Junior Almeida, David Gregg, Michel Montanary, Hervé Husson, Didier Legros, Marc Andréoni, Gilles Kleber, Junior John Levis, Tony Sauraye, Thierry Maurio, James Fahrner, Daniel Schenmetzler"
Престиж,8.5,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo, Rebecca Hall, Scarlett Johansson, Samantha Mahurin, David Bowie, Andy Serkis, Daniel Davis, Jim Piddock, Christopher Neame, Mark Ryan, Roger Rees, Jamie Harris, Monty Stuart, Ron Perkins, Ricky Jay, J. Paul Moore, Anthony De Marco, Chao Li Chi, Gregory Humphreys, John B. Crye, William Morgan Sheppard, Sean Howse, Julia Sanford, Ezra Buzzington, James Lancaster, Olivia Merg, Zoe Merg, Johnny Liska, Russ Fega, Kevin Will, Edward Hibbert, Christopher Judges, James Otis, Sam Menning, Brian Tahash, Scott Davis, Jodi Bianca Wise, Nikki Glick, Enn Reitel, Clive Kennedy, Robert W. Arbogast, Chris Cleveland"
Могила светлячков,8.5,"Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi, Kôzô Hashida, Masayo Sakai, Kazumi Nozaki, Yoshio Matsuoka, Masahiro Kanetake, Kiyoshi Yanagawa, Hajime Maki, Atsuo Omote, Teruhisa Harita, Hiroshi Tanaka, Michio Denpô, Shirô Tamaki, Tadashi Nakamura, Mika Sekita, Mariko Miyamoto, Atsushi Matsumoto, Haruko Matsuda, Keiko Ueda, Kazuhiko Takeoka, Kiyomi Ajisaka, Makio Ueno, Toyokazu Hiramatsu, Kyôko Moriwaki, Takashi Shimatani, Ryûji Sanada, Tamotsu Kuni, Haruo Kaji, Toshiko Ama, Makoto Kobayashi, Ken'ichi Sawada, Ikuo Kokubu, Yûsuke Yokoyama, Yoshinaga Fusamoto, Kôshirô Tanimoto, Masato Moriya, Tetsurô Nakayama, Naoki Fujita, Masafumi Jôno, Tsukasa Ban, Makiko Kinoshita, Senkoku Yukuhara, Yûko Kurokawa, Mayumi Kawaguchi, J. Robert Spencer, Corinne Orr, Amy Jones, Veronica Taylor, Nick Sullivan, Shannon Conley, Crispin Freeman, George Leaver, Dan Green, Adam Gibbs, Emily Neves, Marcy Bannor, Shelley Calene-Black, Luci Christian, Justin Doran, Susan O. Koozin, Andrew Love, David Matranga, Rob Mungle, Sam Roman, Blake Shepard, David Wald"
Дюна: Часть вторая,8.5,"Timothée Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Léa Seydoux, Stellan Skarsgård, Charlotte Rampling, Souheila Yacoub, Roger Yuan, Babs Olusanmokun, Alison Halstead, Giusi Merli, Kait Tenison, Tara Breathnach, Akiko Hitomi, Imola Gáspár, Alison Adnet, Hamza Baissa, Hassan Najib, Jasper Ryan-Cater, Omar Elbooz, Abdelkarim Hussein Seli Mohamed Hassanin, Joseph Beddelem, Xavier Alba Royo, Rachid Abbad, Affif Ben Badra, Botond Bota, Abdelaziz Boumane, Abdellah Echahbi, Zouhair Elakkari, Noureddine Hajoujou, Mohamed Mouraoui, Adil Achraf Sayd, Hamza Sayd, Hopi Grace, Havin Fathi, Kincsö Pethö, Cat Simmons, Burt Caesar, Remi Fadare, Amer El-Erwadi, Tedroy Newell, Oxa Hazel, Hajiyeva Pakiza, Leon Herbert, Sima Rostami, Yvonne Campbell, Joseph Charles, Vic Zander, Dylan Baldwin, Marcia Tucker, Nicola Brome, Kathy Owen, Huw Novelli, Moe Bar-El, Serhat Metin, Amra Mallassi, Adam Phillip Bloom, Luis Alkmim, Jordan Long, Omar A.K., Zdenek Dvoracek, Billy Clements, Anton Valensi, Lex Daniel, Dominic McHale, Paul Boyle, Niall White, Tony Cook, Gábor Szemán, Jonathan Gunning, Will Irvine, Alan Mehdizadeh, Rex Adams, Molly Mcowan, Ana Cilas, Kajsa Mohammar, Sára Bácsfalvi, Zsófia Kocsis, Matthew Sim, Steve Wall, Italo Amerighi, Tim Hilborne, Cecile Sinclair, Tracy Coogan, Zoé Kata Kaska, Jimmy Walker, Rand Faris, Fouad Humaidan, Manaf Irani, Dora Kápolnai-Schvab, Joelle"
Харакири,8.6,"Tatsuya Nakadai, Akira Ishihama, Shima Iwashita, Tetsurô Tanba, Masao Mishima, Ichirô Nakatani, Kei Satô, Yoshio Inaba, Hisashi Igawa, Tôru Takeuchi, Yoshirô Aoki, Tatsuo Matsumura, Akiji Kobayashi, Kôichi Hayashi, Ryûtarô Gomi, Jô Azumi, Nakajirô Tomita, Shichisaburô Amatsu, Kenzô Tanaka, Shin Nakahara, Tsuneo Ikeda, Minoru Miyagi, Takaaki Kadota, Ichirô Yûki, Gen Takasugi, Satoshi Nishida, Tetsurô Komiyama, Shûichirô Narita, Noboru Kasuga, Kenji Hayashi, Shôtarô Hayashi, Shimezô Kataoka, Fumiya Ozawa, Kônosuke Takemoto, Rentarô Mikuni"
Подозрительные лица,8.5,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak, Kevin Spacey, Chazz Palminteri, Pete Postlethwaite, Suzy Amis, Giancarlo Esposito, Dan Hedaya, Paul Bartel, Carl Bressler, Phillipe Simon, Jack Shearer, Christine Estabrook, Clark Gregg, Morgan Hunter, Ken Daly, Michelle Clunie, Louis Lombardi, Frank Medrano, Ron Gilbert, Vito D'Ambrosio, Gene Lythgow, Bob Elmore, David Powledge, Bob Pennetta, Billy Bates, Smadar Hanson, Castulo Guerra, Peter Rocca, Bert Williams"
Касабланка,8.5,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois"
1+1,8.5,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot, Joséphine de Meaux, Clotilde Mollet, Alba Gaïa Bellugi, Cyril Mendy, Salimata Kamate, Absa Diatou Toure, Grégoire Oestermann, Dominique Daguier, François Caron, Christian Ameri, Thomas Solivérès, Dorothée Brière, Marie-Laure Descoureaux, Émilie Caen, Sylvain Lazard, Jean-François Cayrey, Ian Fenelon, Renaud Barse, François Bureloup, Nicky Marbot, Benjamin Baroche, Jérôme Pauwels, Antoine Laurent, Fabrice Mantegna, Hedi Bouchenafa, Caroline Bourg, Michel Winogradoff, Kévin Wamo, Elliot Latil, Alain Anthony, Dominique Henry, Le Capriccio Français, Philippe Le Fevre"
Новый кинотеатр «Парадизо»,8.5,"Antonella Attili, Enzo Cannavale, Isa Danieli, Leo Gullotta, Marco Leonardi, Pupella Maggio, Agnese Nano, Leopoldo Trieste, Salvatore Cascio, Tano Cimarosa, Nicola Di Pinto, Roberta Lena, Nino Terzo, Jacques Perrin, Philippe Noiret, Nellina Laganà, Turi Giuffrida, Mariella Lo Giudice, Giorgio Libassi, Beatrice Palme, Ignazio Pappalardo, Angela Leontini, Mimmo Mignemi, Margherita Mignemi, Giuseppe Pellegrino, Turi Killer, Angelo Tosto, Concetta Borpagano, Franco Catalano"
Новые времена,8.5,"Charles Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin, Hank Mann, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds, Mira McKinney, Murdock MacQuarrie, Wilfred Lucas, Edward LeSaint, Fred Malatesta, Sammy Stein, Juana Sutton, Ted Oliver"
Чужой,8.5,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt, Ian Holm, Yaphet Kotto, Bolaji Badejo, Helen Horton"
Окно во двор,8.5,"James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter, Raymond Burr, Judith Evelyn, Ross Bagdasarian, Georgine Darcy, Sara Berner, Frank Cady, Jesslyn Fax, Rand Harper, Irene Winston, Havis Davenport"
Однажды на Диком Западе,8.5,"Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander"
Огни большого города,8.5,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Charles Chaplin"
